,Run,Subject,Tissue,Len,Percentage,Species
0,red-panda_spleen_divan,red-panda,spleen,6,46.52455977757183,red_panda
1,red-panda_spleen_divan,red-panda,spleen,9,37.16404077849861,red_panda
2,red-panda_spleen_divan,red-panda,spleen,8,12.233549582947173,red_panda
3,red-panda_spleen_divan,red-panda,spleen,7,1.5755329008341055,red_panda
4,red-panda_spleen_divan,red-panda,spleen,14,1.7608897126969416,red_panda
5,red-panda_spleen_divan,red-panda,spleen,4,0.18535681186283595,red_panda
