,Run,Subject,Tissue,Len,Percentage,Species
0,bff_spleen_divan,bff,spleen,6,67.69122063239709,bff
1,bff_spleen_divan,bff,spleen,7,4.310192545486663,bff
2,bff_spleen_divan,bff,spleen,9,22.32821056350468,bff
3,bff_spleen_divan,bff,spleen,8,5.105105105105105,bff
4,bff_spleen_divan,bff,spleen,5,0.052994170641229466,bff
5,bff_spleen_divan,bff,spleen,4,0.01766472354707649,bff
6,bff_spleen_divan,bff,spleen,10,0.01766472354707649,bff
